OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,IsIntercha,Countermea,Counterme1,Counterme2,Counterme3,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,Crash_Sav4,CostBenefi,PresentVal,PresentVa1,NetPresent,Counterme4,Interchang,FDOT Manag,FDOT Count,Intersecti,Intersect1,Entering V,Avg Annual,Avg Annua1,Crash Inte,Signalized,Counterme5,Serious In,Intersect2,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,WP_IDs,WP_Count
62130,118257,57040000,2.02,2.092,SUBURBAN COMMERCIAL,1460,URBAN PRIN ART OTHER,DIVIDED,,SR   85,3,OKALOOSA,50500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01018,Potential Location,0.850000024,1,17187.0635475,0.0480564114200409,0.0202737985678297,0.0804194009857246,0.145483276759889,0.473092843987449,120383.254939573,,357643.507695053,7.24074961442897,0.724074961442897,56.8111028213677,976416.034394404,17187.0635475,974983.779098779,,N,3,57,57040000 = 2.09|57A06344 = 0,EGLIN PKWY NE|HIGHWAY AVE NE,25000,50000,,IS|U|2|U,Y,10,1.35158678744253,On-System / Off-System,On Corridor,"450813-1, 453546-1",2,381,0.07,100,0.6,1.3,Verified Match,"450813-1, 453546-1",2
93045,202319,86065000,2.941,3.064,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  845,4,BROWARD,29000,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02624,Potential Location,0.850000024,1,28645.1059125,0.0481073889719536,0.0233664460720917,0.0994948271919949,0.192304601630744,0.699197164717371,125772.159310731,,595440.877683052,10.191737785094,1.0191737785094,35.6125363693844,1020124.87611377,28645.1059125,1018692.62081815,,N,4,86,86065000 = 3.064|86518501 = 2.692|86518502 = 0,NW 44TH ST|POWERLINE RD,34700,28000,20900,IS|U|3|D,Y,10,1.55776332071491,On-System / On-System,On Corridor,"446999-1, 451576-3",5,652,0.12,100,0,0.5,Verified Match,"446999-1, 451576-3",5
71364,136087,70140000,1.06305175725417,1.115,URBAN GENERAL,PALM BAY-MELBOURNE,URBAN PRIN ART OTHER,DIVIDED,,SR    3,5,BREVARD,27500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01216,Potential Location,0.850000024,1,11458.042365,0.0482830913305062,0.0203694291550573,0.080798735648394,0.146169514770087,0.475324401449772,89776.6790876359,,237309.626398353,7.27490390156361,0.727490390156361,63.5509334230339,728169.287496417,11458.042365,726737.032200792,,N,5,70,70140000 = 1.097|70A07126 = 0,CATALINA ISLE DR|N COURTENAY PKWY,12500,25000,,IS|U|2|U,Y,10,1.35796216094443,On-System / Off-System,On Corridor,453311-1,1,275,0.05,100,4.5,36.2,Verified Match,453311-1,1
116480,268311,93030000,5.387,5.683,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  806,4,PALM BEACH,41500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05508,Potential Location,0.850000024,1,20051.57413875,0.0485768542182983,0.0235944720488877,0.100465766678753,0.194181243225873,0.706020415286404,127197.122177827,,412780.416958265,10.2911958266175,1.02911958266175,51.4514518550689,1031682.60141824,20051.57413875,1030250.34612262,,N,4,93,93030000 = 5.671|93825000 = .004,BARWICK RD|SHERWOOD FOREST DR|W ATLANTIC AVE,28100,46500,9700,IS|U|3|D,Y,10,1.57296505493359,On-System / On-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
57378,116688,53020000,1.425,1.449,SUBURBAN COMMERCIAL,MARIANNA,URBAN MINOR ART,DIVIDED,US   90,SR   10,3,JACKSON,21500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03530,Potential Location,0.850000024,1,14322.55295625,0.0487145759725862,0.0236078329713302,0.105298429602282,0.139773360290574,0.451171919007644,163290.962625378,,294009.599186698,7.2472299946909,0.72472299946909,92.4720602263193,1324435.979565,14322.55295625,1323003.72426937,,N,3,53,53020000 = 1.439|53090031 = .008,SR-71|US-90,10250,20500,,IS|R|2|D,Y,10,1.57385578323894,On-System / On-System,On Corridor,457753-2,1,127,0.02,100,0.4,0,Verified Match,457753-2,1
112552,268969,93270000,1.275,1.331,SUBURBAN RESIDENTIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR    7,4,PALM BEACH,43500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04427,Potential Location,0.850000024,1,14322.55295625,0.0487179506511268,0.0205528854309441,0.0815264455427449,0.147485983416497,0.479605387620975,122040.437478907,,293989.233225654,7.34042497076274,0.734042497076274,69.111789796271,989857.269258309,14322.55295625,988425.013962684,,N,4,93,93270000 = 1.322,BUSINESS PKWY|SR-7,21250,42500,,IS|U|3|D,Y,10,1.37019258129375,On-System / Off-System,On Corridor,451380-1,1,296,0.06,100,0,0.8,Verified Match,451380-1,1
43184,97791,37040000,26.989,27.137,SUBURBAN COMMERCIAL,,RURAL MINOR ART,DIVIDED,US  129,SR   51,2,SUWANNEE,13600,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00566,Potential Location,0.850000024,1,11458.042365,0.049038794740382,0.0191951853698067,0.0641707656888427,0.099198476217687,0.311466402022483,112417.473907156,,233652.60964631,4.98934708772858,0.498934708772858,79.5778533185157,911806.414639309,11458.042365,910374.159343684,,N,2,37,37040000 = 26.999|37A01554 = .374,68TH TER|SUWANNEE PLAZA BLVD|US-129,6100,12200,,IS|R|2|D,Y,10,1.27967922940245,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
79250,146723,72160000,4.405,4.421,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,39500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03404,Potential Location,0.850000024,1,17187.0635475,0.0490629290607825,0.0206984231975176,0.0821037453501533,0.148530351648853,0.483001538355407,122904.622352706,,350306.511994167,7.39240351458009,0.739240351458009,58.0009831201669,996866.582703784,17187.0635475,995434.327408159,,N,2,72,72160000 = 4.417|72A00044 = .012,CROWN POINT RD|SAN JOSE BLVD,13000,26000,,IS|U|3|D,Y,10,1.37989510061772,On-System / Off-System,On Corridor,445426-3,2,85,0.02,100,0,1.2,Verified Match,445426-3,2
73675,162036,75030000,7.155,7.17600000000675,URBAN GENERAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,US   17,SR   15,5,ORANGE,47500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01870,Potential Location,0.850000024,1,20051.57413875,0.0491711672189936,0.0207440861705129,0.0822848751430347,0.148858025760625,0.484067092286359,91570.1980933963,,407791.298698408,7.40871196082431,0.740871196082431,37.0403005814451,742716.333230432,20051.57413875,741284.077934807,,N,5,75,75030000 = 7.156|75703000 = 3.02,LAKE AVE|ORLANDO AVE S,31350,52000,10700,IS|U|3|D,Y,10,1.38293929930448,On-System / On-System,On Corridor,452910-1,1,111,0.02,100,1.6,1.2,Verified Match,452910-1,1
8400,32095,11040000,6.361,6.425,SUBURBAN COMMERCIAL,LEESBURG-EUSTIS-TAVARES,URBAN PRIN ART OTHER,DIVIDED,US   27,SR   25,5,LAKE,36500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01537,Potential Location,0.850000024,1,17187.0635475,0.0492212306279255,0.0239074548764209,0.10179845425321,0.196757075159422,0.715385840603599,173369.012265176,,349179.882913147,10.4277094795544,1.04277094795544,81.8160697414252,1406177.98985257,17187.0635475,1404745.73455694,,N,5,11,11040000 = 6.366|11A02726 = .651,E PALM ST|PICCIOLA CUTOFF RD|US-27,20250,40500,,IS|U|3|D,Y,10,1.59383058010762,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
91178,199191,86018000,1.287,1.384,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  824,4,BROWARD,45000,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04820,Potential Location,0.850000024,1,17187.0635475,0.0493793140762081,0.0239842382655868,0.102125399566703,0.197388998346193,0.717683439812161,129298.340674411,,348062.014814034,10.4612000739827,1.04612000739827,61.0182980213762,1048725.36565369,17187.0635475,1047293.11035806,,N,4,86,86018000 = 1.352|86A21220 = .08,PEMBROKE RD|SW 69TH AVE,23000,46000,,IS|U|3|D,Y,10,1.5989494735377,On-System / Off-System,On Corridor,446372-1,1,511,0.1,100,0,0.3,Verified Match,446372-1,1
104254,229993,87220000,2.157,2.171,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  948,6,MIAMI-DADE,45500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03852,Potential Location,0.850000024,1,22916.08473,0.0494375822715577,0.0240125399604709,0.102245908788904,0.19762191978163,0.718530315060481,129450.9142999,,463535.708605718,10.4735444181864,1.04735444181864,45.8177252702413,1049962.87442871,22916.08473,1048530.61913309,,N,6,87,87220000 = 2.163|87630502 = .009,NW 36TH ST|NW 57TH AVE,70450,69500,19400,IS|U|3|D,Y,10,1.60083625349853,On-System / On-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
55255,123423,58030000,17.551,17.57,SUBURBAN COMMERCIAL,1460,URBAN PRIN ART OTHER,DIVIDED,US   98,SR   30,3,SANTA ROSA,37500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01038,Potential Location,0.850000024,1,11458.042365,0.0494687965955834,0.0208696485637618,0.0827829393029216,0.149759052193661,0.486997113985115,167939.804608246,,231621.611066702,7.45355633705017,0.745355633705017,118.880888112577,1362142.25238273,11458.042365,1360709.9970871,,N,3,58,58030000 = 17.56|58A02399 = .011,CORAL ST|NAVARRE PKWY,18750,37500,,IS|U|3|D,Y,10,1.3913101268604,On-System / Off-System,On Corridor,457656-1,2,100,0.02,100,0,1.9,Verified Match,457656-1,2
93563,220775,87018000,1.973,1.996,SUBURBAN COMMERCIAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  852,6,MIAMI-DADE,27000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04967,Potential Location,0.850000024,1,11458.042365,0.049589373139814,0.020920516793359,0.0829847166136575,0.150124078841234,0.48818413354281,168349.145499312,,231058.423196736,7.47172383105042,0.747172383105042,119.170651511935,1365462.3736884,11458.042365,1364030.11839277,,N,6,87,87018000 = 1.987|87A09116 = .328,NW 215TH ST|NW 7TH AVE,15750,31500,,IS|U|3|D,Y,10,1.39470134270948,On-System / Off-System,On Corridor,"447826-1, 454907-1",4,121,0.02,100,0.3,0.3,Verified Match,"447826-1, 454907-1",4
101133,226334,87030000,3.148,3.259,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,69000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03470,Potential Location,0.850000024,1,17187.0635475,0.0496961716421973,0.0241381405119244,0.102780718623635,0.198655605603485,0.722288676481482,130128.023270838,,345842.807998239,10.5283275838475,1.05283275838475,61.4098407099202,1055454.83472325,17187.0635475,1054022.57942763,,N,6,87,87030000 = 3.226|87A19928 = .059,S ALHAMBRA CIR|S DIXIE HWY,36500,73000,,IS|U|3|D,Y,10,1.60920962493517,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
54463,111830,53040000,8.757,8.786,SUBURBAN COMMERCIAL,,RURAL MINOR ART,DIVIDED,,SR   71,3,JACKSON,19500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00994,Potential Location,0.850000024,1,11458.042365,0.0497455231282412,0.0241074458236861,0.107526861531045,0.142731385591031,0.460720075741557,166746.691226147,,230333.136420373,7.40060321000143,0.740060321000143,118.036309432652,1352465.03408757,11458.042365,1351032.77879195,,N,3,53,53040000 = 8.783|53A03708 = .425,MALLOY PLZ|SR-71,17450,18800,,IS|R|2|D,Y,10,1.60716331205854,On-System / Off-System,On Corridor,457753-1,1,154,0.03,100,0,0.7,Verified Match,457753-1,1
73806,142879,72190000,11.156,11.223,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,44500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03835,Potential Location,0.850000024,1,17187.0635475,0.0498101015284522,0.0241934778852482,0.103016346342935,0.199111029226722,0.723944543805572,175443.157203724,,345051.767013214,10.5524640741332,1.05524640741332,82.7948974150034,1423001.16328041,17187.0635475,1421568.90798478,,N,2,72,72190000 = 11.173|72A01368 = .078,BEACH BLVD|DISCOVERY WAY,18250,36500,,IS|U|3|D,Y,10,1.61289878374702,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
101832,219775,87008001,1.549,1.565,URBAN GENERAL,MIAMI,URBAN MINOR ART,1WAY,,SR  916,6,MIAMI-DADE,14500,3,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04276,Potential Location,0.850000024,1,11458.042365,0.0498144429479945,0.0241955865747402,0.103025325187898,0.199128383628477,0.724007642391875,167896.949219902,,230014.463414998,10.5533838207779,1.05533838207779,118.850551727235,1361794.65679429,11458.042365,1360362.40149866,,N,6,87,87008001 = 1.556|87A11747 = .1,NW 17TH AVE|OPA LOCKA BLVD,5750,11500,,IS|U|2|U,Y,10,1.61303936306898,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
82033,169549,77120000,4.338,4.40375992791067,SUBURBAN COMMERCIAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  434,5,SEMINOLE,57500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01277,Potential Location,0.850000024,1,17187.0635475,0.0498521240071627,0.024213888803479,0.103103256469359,0.199279009992269,0.724555302331376,175591.170480394,,344760.908181777,10.561366699972,1.0561366699972,82.8647476403031,1424201.68354144,17187.0635475,1422769.42824582,,N,5,77,77120000 = 4.34|77A04104 = .242,GUM ST|SPRINGS BLVD|SR-434,31500,63000,,IS|U|3|D,Y,10,1.61425951184679,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
93505,204643,86220000,7.234,7.263,SUBURBAN COMMERCIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  817,4,BROWARD,46500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02637,Potential Location,0.850000024,1,17187.0635475,0.0499399312255096,0.024256538023819,0.103284857761849,0.199630010794959,0.725831500425305,175900.448621561,,344154.730007332,10.5799690012848,1.05799690012848,83.0107017623034,1426710.20631128,17187.0635475,1425277.95101565,,N,4,86,86220000 = 7.249|86A18781 = .206,S UNIVERSITY DR|SW 36TH ST,21000,42000,,IS|U|3|D,Y,10,1.61710279365771,On-System / Off-System,On Corridor,"446998-1, 455315-1",2,154,0.03,100,0,0.5,Verified Match,"446998-1, 455315-1",2
1675,2426,03010000,14.934,15.071,SUBURBAN COMMERCIAL,BONITA SPRINGS,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   90,1,COLLIER,43163,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01602,Potential Location,0.850000024,1,17187.0635475,0.0501463894765937,0.021155508060438,0.0839168486397373,0.151810358767032,0.493667698276998,125618.734530444,,342737.806787111,7.55565052691864,0.755565052691864,59.2818232675414,1018880.4637109,17187.0635475,1017448.20841527,,N,1,3,03010000 = 14.973|03A06159 = .461,GUILFORD RD|TAMIAMI TRL E,22166,44332,,IS|U|3|D,Y,10,1.41036742968799,On-System / Off-System,On Corridor,452524-1,1,724,0.14,100,0,1,Verified Match,452524-1,1
22324,62931,15120000,3.296,3.49429136923038,SUBURBAN RESIDENTIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  688,7,PINELLAS,39000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00348,Potential Location,0.850000024,1,17187.0635475,0.0502106964094737,0.0211826375477467,0.0840244622727286,0.152005037958368,0.494300769887326,125779.825999127,,342298.848184411,7.56533977307117,0.756533977307117,59.3578453355239,1020187.05982433,17187.0635475,1018754.8045287,,N,7,15,15120000 = 3.379|15A10029 = .01,121ST ST N|ULMERTON RD,17250,34500,,IS|U|3|D,Y,10,1.41217606246462,On-System / Off-System,On Corridor,"447921-1, 438702-1",6,1045,0.2,100,0,1,Verified Match,"447921-1, 438702-1",6
18540,63643,15061000,3.902,4.459,SUBURBAN COMMERCIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  693,7,PINELLAS,38000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02207,Potential Location,0.850000024,1,17187.0635475,0.0502630437129209,0.0244134783748473,0.103953113133541,0.20092162149139,0.730527646691202,177038.528512665,,341942.355215584,10.6484216406227,1.06484216406227,83.5477828849635,1435941.0536966,17187.0635475,1434508.79840098,,N,7,15,15061000 = 3.942|15A01282 = .118,66TH ST N|94TH AVE N,19750,39500,,IS|U|3|D,Y,10,1.6275654854003,On-System / Off-System,On Corridor,449210-1,3,2948,0.56,100,0,1.1,Verified Match,449210-1,3
65138,139082,72100000,5.889,6.167,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,31500,5,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03144,Potential Location,0.850000024,1,11458.042365,0.0504099572493024,0.0212667007145495,0.0843579128343795,0.152608269016443,0.496262399451922,171134.916419489,,227297.204564849,7.59536277742224,0.759536277742224,121.142637378188,1388057.47128711,11458.042365,1386625.21599148,,N,2,72,72100000 = 6,ATLANTIC BLVD|REGENCY PARK MALL,13750,27500,,IS|U|3|D,Y,10,1.41778027448147,On-System / Off-System,On Corridor,"208819-3, 447211-4",3,1469,0.28,100,0,1.1,Verified Match,"208819-3, 447211-4",3
107417,228188,87038000,1.026,1.059,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  932,6,MIAMI-DADE,16600,5,40,1,1,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03716,Potential Location,0.850000024,1,14322.55295625,0.0505467317046229,0.0213244024378878,0.0845867963369548,0.153022332308917,0.497608879851526,93985.6497611539,,283352.701020234,7.61597084105747,0.761597084105747,53.2242968342478,762307.809967683,14322.55295625,760875.554672058,,N,6,87,87038000 = 1.028|87260506 = 0,NW 103RD ST|NW 77TH CT,8000,16000,,IS|U|3|D,Y,10,1.42162705665285,On-System / On-System,On Corridor,445993-1,2,175,0.03,100,4.4,0.1,Verified Match,445993-1,2
11433,29171,10160000,3.22,3.29,SUBURBAN COMMERCIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  597,7,HILLSBOROUGH,69500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01528,Potential Location,0.850000024,1,17187.0635475,0.0506281942947967,0.0213587694681174,0.0847231188901988,0.153268947572138,0.498410840866198,126825.675093564,,339476.131568579,7.62824496226132,0.762824496226132,59.8514010253875,1028669.83283024,17187.0635475,1027237.57753462,,N,7,10,10160000 = 3.282|10A21372 = .012,DALE MABRY HWY|LAKE CARROLL WAY,29500,59000,,IS|U|3|D,Y,10,1.42391819236807,On-System / Off-System,On Corridor,438702-1,5,371,0.07,100,0,1,Verified Match,438702-1,5
49810,105735,48205000,11.933,12.064,SUBURBAN COMMERCIAL,PENSACOLA,URBAN MINOR ART,DIVIDED,,SR  173,3,ESCAMBIA,15000,2,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00714,Potential Location,0.850000024,1,11458.042365,0.0508626837305716,0.0247047320977062,0.1051932777155,0.203318624055454,0.739242869220466,217154.56668546,,225274.042276165,10.7754577146218,1.07754577146218,153.718934028113,1761318.05839676,11458.042365,1759885.80310114,,N,3,48,48020000 = 6.699|48205000 = 12.049,MOBILE HWY|N BLUE ANGEL PKWY,28150,16000,13900,IS|U|1|U,Y,10,1.64698240336426,On-System / On-System,On Corridor,421012-3,1,690,0.13,100,0,1.3,Verified Match,421012-3,1
81301,162504,75250000,7.083,7.085,SUBURBAN COMMERCIAL,ORLANDO,URBAN MINOR ART,DIVIDED,,SR  438,5,ORANGE,33000,5,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04467,Potential Location,0.850000024,1,14322.55295625,0.0511767427128884,0.0248572750319744,0.105842808792565,0.204574044247105,0.743807431020276,244286.350265231,,279864.489160679,10.8419923336321,1.08419923336321,138.339940747483,1981381.12732031,14322.55295625,1979948.87202468,,N,5,75,75250000 = 7.084|75A06334 = .518,DARDANELLE DR|SILVER STAR RD,17250,34500,,IS|U|3|D,Y,10,1.6571519339426,On-System / Off-System,On Corridor,445696-2,1,11,0,100,0.3,0.7,Verified Parallel Fallback,445696-2,1
58150,131642,70050000,9.888,9.984,SUBURBAN COMMERCIAL,PALM BAY-MELBOURNE,URBAN PRIN ART OTHER,DIVIDED,US  192,SR  500,5,BREVARD,32500,4,45,1,1,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03567,Potential Location,0.850000024,1,11458.042365,0.0511780293924685,0.0248578999906276,0.105845469879878,0.2045791876234,0.743826131738264,244292.492083603,,223885.962414297,10.8422649217142,1.08422649217142,172.929273592279,1981430.94296901,11458.042365,1979998.68767339,,N,5,70,70050000 = 9.97|70A04578 = .248,COASTAL LN|W NEW HAVEN AVE,16000,32000,,IS|U|3|D,Y,10,1.65719359785948,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
35316,54941,14030000,8.455,8.493,SUBURBAN COMMERCIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,US   19,SR   55,7,PASCO,52000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00267,Potential Location,0.850000024,1,17187.0635475,0.0512361066177759,0.024886108928634,0.105965584141309,0.204811345674694,0.74467023141063,180465.89009088,,335448.27431398,10.8545688081704,1.08545688081704,85.1652187245553,1463740.02625567,17187.0635475,1462307.77096004,,N,7,14,14030000 = 8.484|14A07312 = .011,HOLIDAY HILLS BLVD|US-19,28750,57500,,IS|U|3|D,Y,10,1.65907419402747,On-System / Off-System,On Corridor,"443707-1, 438702-1, 444055-1",7,201,0.04,100,0,0.8,Verified Match,"443707-1, 438702-1, 444055-1",7
49377,102318,48040000,11.999,12.023,SUBURBAN COMMERCIAL,PENSACOLA,URBAN PRIN ART OTHER,DIVIDED,US   29,SR   95,3,ESCAMBIA,33000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00599,Potential Location,0.850000024,1,11458.042365,0.0512379137294105,0.0216159948545951,0.0857434462565604,0.15511477789177,0.504413242893986,173945.715530497,,223624.295585304,7.72011253269853,0.772011253269853,123.132340149381,1410855.5699332,11458.042365,1409423.31463757,,N,3,48,48040000 = 12.005|48A07869 = .013,OLD CHEMSTRAND RD|US-29,15500,31000,,IS|U|3|D,Y,10,1.44106655421032,On-System / Off-System,On Corridor,457655-1,2,127,0.02,100,0,0.7,Verified Match,457655-1,2
98544,220800,87001000,9.096,9.145,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR   94,6,MIAMI-DADE,41000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02963,Potential Location,0.850000024,1,22916.08473,0.0512855976186377,0.0249101474147669,0.106067940529455,0.205009181130087,0.745389538116336,134289.890344596,,446832.752157929,10.8650536695251,1.08650536695251,47.5304275420191,1089211.30480603,22916.08473,1087779.04951041,,N,6,87,87001000 = 9.141|87047000 = 2.93,SW 87TH AVE|SW 88TH ST,65300,47500,23500,IS|U|3|D,Y,10,1.66067676002607,On-System / On-System,On Corridor,437784-1,1,258,0.05,100,0.1,0.1,Verified Match,437784-1,1
59290,124782,60020000,25.686,25.764,SUBURBAN COMMERCIAL,PANAMA CITY,URBAN PRIN ART OTHER,DIVIDED,US   98,SR   30,3,WALTON,28000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02986,Potential Location,0.850000024,1,14322.55295625,0.0517650743664193,0.0218383907483332,0.0866256166350548,0.156710674351465,0.509602892258789,175735.353857464,,276683.712552362,7.79954081430284,0.779954081430284,99.5193485574772,1425371.13988597,14322.55295625,1423938.88459034,,N,3,60,60020000 = 25.689|60660100 = 18.555,CR-30A|E EMERALD COAST PKWY,30500,28500,10000,IS|U|3|D,Y,10,1.45589294949842,On-System / On-System,On Corridor,"409797-2, 437179-9",6,413,0.08,100,0,0.4,Verified Match,"409797-2, 437179-9",6
27620,74342,16020000,14.384,14.41,SUBURBAN COMMERCIAL,WINTER HAVEN,URBAN PRIN ART OTHER,DIVIDED,US   17,SR  600,1,POLK,43000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00317,Potential Location,0.850000024,1,17187.0635475,0.0518649149281403,0.0218805109853092,0.0867926935750597,0.157012926051987,0.510585775788668,176074.29892145,,331381.311842755,7.81458397893838,0.781458397893838,83.0927449606491,1428120.28797489,17187.0635475,1426688.03267926,,N,1,16,16020000 = 14.408|16030000 = 32.828,US-17|US-17-92|US-92,44500,36000,28000,IS|U|3|D,Y,10,1.4587009657461,On-System / On-System,On Corridor,"451475-1, 412675-1, 454315-1, 442404-1",5,137,0.03,100,0.5,1.9,Verified Match,"451475-1, 412675-1, 454315-1, 442404-1",5
62830,143611,72120000,19.165,19.57,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR  228,2,DUVAL,28000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01473,Potential Location,0.850000024,1,11458.042365,0.05193282425516,0.0252245146382206,0.107406522891354,0.207596406568029,0.754796388890337,247895.419359383,,220631.990062846,11.0021711541346,1.10021711541346,175.479706441412,2010653.91060346,11458.042365,2009221.65530784,,N,2,72,72120000 = 19.27|72A08262 = .008,LA MARCHE DR|NORMANDY BLVD,12750,25500,,IS|U|3|D,Y,10,1.68163457827624,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
